region,no_of_trainings,previous_year_rating,length_of_service,avg_training_score,is_promoted,Female,Male,awards_0,awards_1,KPI_0,KPI_1,qualification
2,1,4.0,3,53,0,0,1,1,0,0,1,0.07918025229863368
1,1,4.0,9,49,0,1,0,1,0,1,0,0.08316465387679045
0,1,3.0,7,50,0,1,0,1,0,1,0,0.08675857467504022
1,1,3.0,9,51,0,1,0,1,0,1,0,0.07983013703779941
1,1,3.0,7,46,0,0,1,1,0,1,0,0.08683649979723766
2,1,1.0,2,52,0,0,1,1,0,1,0,0.0797247195516963
2,1,4.0,3,84,0,0,1,1,0,1,0,0.09141699618852933
2,1,1.0,2,81,0,0,1,1,0,1,0,0.08429749847682426
1,1,4.0,7,77,0,1,0,1,0,0,1,0.09135600118442914
1,1,3.0,4,46,0,0,1,1,0,1,0,0.0798046933122219
1,1,2.0,6,50,0,0,1,1,0,1,0,0.07970088407167303
2,1,1.0,2,79,0,1,0,1,0,1,0,0.0913326476032482
1,1,1.0,9,78,0,0,1,1,0,1,0,0.0984326725169245
1,1,1.0,10,60,0,1,0,1,0,1,0,0.07294465042013226
1,2,3.0,2,82,0,1,0,1,0,0,1,0.09140352440943554
0,1,2.0,9,82,0,0,1,1,0,1,0,0.09128702512451453
2,1,5.0,4,88,0,1,0,1,0,1,0,0.091364955826528
1,1,3.0,4,75,0,0,1,1,0,1,0,0.09401174128460481
1,1,3.0,7,61,0,1,0,1,0,1,0,0.08587454693567871
1,1,3.0,3,48,0,1,0,1,0,0,1,0.07967613991609811
1,1,1.0,3,81,0,0,1,1,0,1,0,0.09826575290205726
2,2,3.0,2,68,0,0,1,1,0,1,0,0.08688679801860139
2,1,5.0,2,88,0,1,0,1,0,0,1,0.07391167138808795
2,1,3.0,4,62,1,1,0,1,0,0,1,0.07910616577427008
2,1,3.0,7,59,0,0,1,1,0,0,1,0.08577320012471
0,1,3.0,5,76,0,0,1,1,0,1,0,0.09125756637580729
1,2,4.0,7,47,0,1,0,1,0,1,0,0.08665245951807517
2,1,5.0,3,55,0,0,1,1,0,0,1,0.08630082698370745
1,1,1.0,4,65,0,1,0,1,0,0,1,0.08589122366819914
1,1,5.0,12,48,1,0,1,1,0,0,1,0.09763307880833212
1,1,3.0,3,58,0,1,0,1,0,1,0,0.07931255165765626
0,1,3.0,9,64,0,1,0,1,0,1,0,0.09271551822082853
1,1,5.0,4,70,0,0,1,1,0,0,1,0.08688479800225703
2,1,3.0,16,49,0,0,1,1,0,1,0,0.07985925301330905
1,1,3.0,4,90,0,0,1,1,0,1,0,0.08423159805539678
1,1,3.0,3,58,0,0,1,1,0,1,0,0.07941647998973102
1,1,5.0,3,53,0,0,1,1,0,0,1,0.07970014698519921
2,1,4.0,7,72,0,0,1,1,0,0,1,0.09381742685702721
1,1,3.0,7,75,0,1,0,1,0,0,1,0.09122451747642459
0,1,3.0,12,62,0,0,1,1,0,1,0,0.09268095428998402
1,2,5.0,6,84,0,0,1,1,0,1,0,0.08435302676395966
2,1,5.0,6,61,0,1,0,1,0,1,0,0.09266648043700816
2,1,1.0,20,49,0,0,1,1,0,1,0,0.0867839903596103
2,2,4.0,2,57,0,1,0,1,0,0,1,0.08585822315005116
1,1,4.0,6,49,0,0,1,1,0,1,0,0.07982402522132613
0,1,4.0,6,47,0,0,1,1,0,0,1,0.07966469811365895
2,1,4.0,3,56,0,0,1,1,0,1,0,0.0796560686994598
1,1,5.0,2,59,1,0,1,1,0,0,1,0.08568268388101564
1,1,3.0,4,84,0,1,0,1,0,1,0,0.08421660613909789
0,1,3.0,2,86,0,1,0,1,0,1,0,0.08432564637875806
0,2,4.0,5,61,0,1,0,1,0,1,0,0.0859180774339768
1,1,3.0,18,66,0,1,0,1,0,1,0,0.08686167321055242
2,2,5.0,8,51,1,0,1,1,0,0,1,0.07968731080738924
1,3,3.0,15,64,0,1,0,1,0,1,0,0.09391114877996765
1,1,3.0,2,71,0,1,0,1,0,0,1,0.08529420659959434
1,2,3.0,8,88,0,0,1,1,0,1,0,0.08422550771192676
1,1,1.0,5,61,0,1,0,1,0,1,0,0.07929392903884235
1,2,5.0,8,58,0,1,0,1,0,0,1,0.08581985623956534
1,1,1.0,2,66,0,0,1,1,0,1,0,0.09283071939259564
1,1,4.0,9,56,0,0,1,1,0,0,1,0.08580206292323385
1,1,3.0,10,59,0,0,1,1,0,1,0,0.08589487902618693
1,1,4.0,7,49,0,0,1,1,0,1,0,0.07986586852076163
0,1,3.0,5,54,0,0,1,1,0,1,0,0.07975844645013312
2,1,3.0,4,58,0,0,1,1,0,0,1,0.08577602128376904
1,1,3.0,7,69,0,1,0,1,0,1,0,0.09376530416196067
2,1,4.0,3,46,0,0,1,1,0,1,0,0.079850628609208
1,1,3.0,3,76,1,0,1,1,0,1,0,0.08575998242543914
2,1,5.0,2,77,1,0,1,1,0,0,1,0.09819187038585851
2,1,4.0,4,84,0,0,1,1,0,1,0,0.08430115329806666
1,1,5.0,19,78,0,1,0,1,0,0,1,0.09836615980451269
2,1,3.0,3,62,0,1,0,1,0,1,0,0.06598499564210569
1,1,3.0,6,69,0,1,0,1,0,1,0,0.08690328912451543
1,1,3.0,4,85,0,0,1,1,0,1,0,0.08427971347876691
1,2,2.0,1,79,0,1,0,1,0,1,0,0.091394689967357
2,1,3.0,6,72,0,0,1,1,0,0,1,0.09382857210927174
2,1,3.0,6,68,0,1,0,1,0,0,1,0.09386153851281154
1,1,4.0,3,68,0,1,0,1,0,1,0,0.09384372351491749
1,2,1.0,9,54,0,0,1,1,0,1,0,0.07984505085552789
1,1,1.0,7,47,0,1,0,1,0,1,0,0.07979246483796058
1,1,3.0,24,59,0,1,0,1,0,1,0,0.08592626586696461
2,1,5.0,2,77,0,0,1,1,0,0,1,0.08964971136566563
1,1,2.0,12,92,1,0,1,1,0,1,0,0.08586725501046914
1,1,5.0,6,60,0,1,0,1,0,0,1,0.08598341774127045
1,1,5.0,9,69,1,0,1,1,0,1,0,0.08599097839449166
0,1,1.0,3,50,0,0,1,1,0,1,0,0.07984721056543494
2,1,4.0,6,65,0,1,0,1,0,0,1,0.08609722893199678
1,1,1.0,2,58,0,0,1,1,0,1,0,0.08608667639720911
2,1,2.0,7,65,0,1,0,1,0,1,0,0.08689513152100908
1,1,3.0,10,60,0,0,1,1,0,1,0,0.09293559391713717
2,2,5.0,2,60,0,1,0,1,0,0,1,0.07938759174028844
2,1,5.0,3,58,1,0,1,1,0,0,1,0.06597865119018399
1,1,3.0,13,80,1,0,1,1,0,1,0,0.09382353785528193
2,1,3.0,4,61,0,1,0,1,0,1,0,0.08633056794566046
1,1,3.0,4,78,0,1,0,1,0,1,0,0.10997116396627875
0,1,1.0,7,62,0,0,1,1,0,1,0,0.0860692169030363
2,1,5.0,8,83,0,1,0,1,0,0,1,0.09836167946642115
1,1,1.0,4,49,0,1,0,1,0,1,0,0.08678927124998108
1,1,2.0,3,78,0,1,0,1,0,1,0,0.0914182065625428
2,2,5.0,5,84,1,0,1,1,0,1,0,0.08428295480197634
2,1,4.0,3,55,0,0,1,1,0,1,0,0.06684150610787733
2,1,5.0,6,48,0,0,1,1,0,1,0,0.0868195017118576
2,1,3.0,7,57,0,1,0,1,0,0,1,0.09300229164231422
1,1,4.0,9,50,0,0,1,1,0,1,0,0.08679333665833062
1,1,5.0,15,66,0,1,0,1,0,1,0,0.09395315371254498
2,1,1.0,6,79,1,0,1,1,0,0,1,0.09145807935416446
2,1,4.0,3,66,0,0,1,1,0,1,0,0.08614179957987794
1,1,2.0,9,80,0,0,1,1,0,1,0,0.08449312732495594
1,1,4.0,9,82,0,0,1,1,0,0,1,0.09156024765113645
1,1,5.0,8,50,0,0,1,1,0,1,0,0.07990615388310947
2,2,5.0,5,82,0,0,1,1,0,0,1,0.0845048059572796
1,3,3.0,15,72,0,0,1,1,0,1,0,0.09391760205378259
1,1,3.0,4,82,0,0,1,1,0,1,0,0.09839690781837562
2,1,3.0,11,56,0,0,1,1,0,0,1,0.08679150872039759
1,1,1.0,4,60,0,0,1,1,0,1,0,0.08611971457208845
1,1,5.0,8,49,0,0,1,1,0,1,0,0.07992331168455835
1,2,4.0,10,47,0,1,0,1,0,1,0,0.08677205183802429
1,1,3.0,3,65,0,0,1,1,0,0,1,0.06682146080307055
1,1,1.0,6,46,0,0,1,1,0,1,0,0.08672638009120544
1,1,5.0,6,88,1,1,0,1,0,1,0,0.0939086948703217
2,1,5.0,10,47,0,0,1,1,0,1,0,0.08320749126692523
2,1,1.0,7,54,0,0,1,1,0,1,0,0.07992365296167891
1,1,3.0,7,51,0,0,1,1,0,1,0,0.07991578237857234
1,1,5.0,3,73,0,1,0,1,0,1,0,0.09401197355394475
1,3,3.0,2,59,0,0,1,1,0,1,0,0.08611302104417934
1,1,1.0,8,79,0,1,0,1,0,1,0,0.09844414363745803
1,1,4.0,2,64,0,1,0,1,0,1,0,0.0860487088570898
1,4,3.0,5,60,0,0,1,1,0,1,0,0.0794017550513139
1,2,3.0,2,76,0,0,1,1,0,1,0,0.0915361972008432
1,1,5.0,2,83,0,0,1,1,0,0,1,0.08446828642620074
2,1,4.0,10,76,0,0,1,1,0,0,1,0.09840619890608486
1,1,3.0,2,52,0,1,0,1,0,1,0,0.07626067478077268
1,1,3.0,3,74,1,1,0,1,0,1,0,0.09296042993705245
1,1,4.0,5,62,0,1,0,1,0,0,1,0.08631424169287694
2,1,4.0,9,48,0,1,0,1,0,0,1,0.08318321618895698
1,1,5.0,3,79,0,1,0,0,1,0,1,0.09151787453039972
1,1,2.0,3,50,0,1,0,1,0,1,0,0.07989741024055154
1,1,3.0,4,89,0,0,1,1,0,1,0,0.08439740365817398
1,1,4.0,4,68,0,1,0,1,0,1,0,0.09407319595834618
1,2,3.0,4,82,0,0,1,1,0,0,1,0.09149387733080656
1,1,4.0,2,87,0,0,1,1,0,1,0,0.08443395796247055
1,1,4.0,7,63,0,0,1,1,0,0,1,0.09306139727195929
1,1,4.0,3,44,0,0,1,1,0,1,0,0.07982278276030448
2,1,3.0,6,66,0,0,1,1,0,1,0,0.09404364011651034
1,1,3.0,7,73,0,0,1,1,0,1,0,0.08710915912133588
1,1,1.0,5,80,0,0,1,1,0,0,1,0.0844057262994855
1,1,4.0,7,49,0,0,1,1,0,1,0,0.08673085053206236
1,1,1.0,2,49,0,0,1,1,0,1,0,0.07985548662196784
2,1,1.0,2,60,0,0,1,1,0,1,0,0.0860623915902516
1,1,5.0,7,84,1,1,0,0,1,1,0,0.08703235341525924
2,1,2.0,4,78,0,1,0,1,0,1,0,0.09147390980386001
1,1,1.0,3,48,0,0,1,1,0,1,0,0.07984438158355307
1,1,3.0,7,61,0,1,0,1,0,0,1,0.08609725115608806
2,1,2.0,2,63,0,0,1,1,0,1,0,0.08610959416479676
1,1,5.0,2,84,0,0,1,1,0,0,1,0.0843692779521912
1,1,2.0,7,73,0,0,1,1,0,1,0,0.07393611221749324
1,1,1.0,4,47,0,0,1,1,0,1,0,0.07981973893379422
1,1,2.0,6,52,0,0,1,1,0,0,1,0.07981113723519828
1,1,4.0,2,62,0,1,0,1,0,1,0,0.06675877634987082
2,1,5.0,5,49,0,1,0,1,0,0,1,0.08310531902520484
1,1,3.0,3,53,0,0,1,1,0,1,0,0.07980079717567702
1,1,1.0,14,48,0,0,1,1,0,1,0,0.07979219981710585
2,1,5.0,4,85,0,1,0,1,0,0,1,0.08432508044660791
1,3,3.0,3,81,0,1,0,1,0,0,1,0.09143200512065087
1,1,3.0,5,77,0,0,1,1,0,1,0,0.0914160774927167
2,1,3.0,6,55,0,0,1,1,0,1,0,0.08607258474188399
1,1,1.0,8,51,0,1,0,1,0,0,1,0.08672462034262834
2,2,5.0,3,57,0,0,1,1,0,1,0,0.09297474119352793
1,2,1.0,5,70,0,0,1,1,0,1,0,0.08715766505666839
1,2,3.0,9,47,0,0,1,1,0,1,0,0.07979238755794077
1,1,3.0,7,48,0,1,0,1,0,1,0,0.07978454727013583
2,1,5.0,7,66,0,1,0,1,0,0,1,0.08603900624075352
1,1,3.0,3,81,0,0,1,1,0,1,0,0.09829256597944162
2,1,4.0,7,52,0,0,1,1,0,1,0,0.08668251275175766
1,1,3.0,4,69,0,1,0,1,0,0,1,0.09402065029887831
1,2,1.0,8,47,0,0,1,1,0,1,0,0.07976433672609995
1,1,3.0,7,58,0,0,1,0,1,1,0,0.08600621639774803
0,1,1.0,3,85,0,0,1,1,0,1,0,0.08430152968171827
1,1,2.0,2,53,0,1,0,1,0,1,0,0.07611518743571973
1,2,4.0,7,83,0,0,1,1,0,0,1,0.07384606986507784
2,2,5.0,6,85,0,0,1,1,0,0,1,0.08426569991924364
2,1,5.0,6,63,0,1,0,1,0,1,0,0.0928976891844273
2,2,3.0,3,61,0,1,0,1,0,0,1,0.0928992726429352
1,2,5.0,6,59,1,1,0,1,0,0,1,0.09287188203124201
2,1,3.0,7,47,0,0,1,1,0,0,1,0.07975753986108013
2,1,3.0,5,50,0,0,1,1,0,1,0,0.07973318693955177
1,1,5.0,3,61,0,1,0,1,0,1,0,0.08604004661588842
0,3,2.0,2,55,0,0,1,1,0,1,0,0.07923579258645187
2,1,5.0,4,68,0,0,1,1,0,0,1,0.08710291464004859
1,1,4.0,7,82,0,0,1,1,0,0,1,0.09119779903488374
0,1,4.0,3,57,0,0,1,1,0,1,0,0.08604335393914626
1,1,3.0,10,71,0,0,1,1,0,1,0,0.08706399914128204
1,1,4.0,4,82,0,1,0,1,0,1,0,0.09117453509863564
1,1,4.0,4,73,0,1,0,1,0,1,0,0.08707044505149743
1,1,1.0,7,79,0,0,1,1,0,1,0,0.09133021578868057
2,1,4.0,3,80,0,0,1,1,0,1,0,0.09824887321263777
1,3,4.0,4,51,1,0,1,1,0,0,1,0.07971917313911843
1,1,3.0,9,85,0,0,1,1,0,1,0,0.07378005553723738
1,1,4.0,5,61,0,0,1,1,0,1,0,0.08607165874199064
1,1,5.0,7,68,0,0,1,1,0,0,1,0.0929402421809649
2,1,4.0,5,59,0,0,1,1,0,1,0,0.092926585854307
1,1,3.0,4,83,0,0,1,1,0,1,0,0.07372345329964854
2,1,5.0,8,85,0,0,1,1,0,1,0,0.08420447891581158
1,1,4.0,4,82,1,1,0,1,0,0,1,0.08703257341684283
2,1,1.0,2,49,0,0,1,1,0,1,0,0.08673402834650594
1,2,5.0,8,77,0,0,1,1,0,0,1,0.0913283344458526
1,1,5.0,3,74,0,0,1,1,0,0,1,0.09821405773169135
1,1,5.0,8,60,0,1,0,1,0,1,0,0.0929184783819696
2,1,4.0,6,72,0,1,0,1,0,1,0,0.09409914828439812
2,1,4.0,17,48,0,0,1,1,0,1,0,0.07978096347222655
1,1,1.0,6,49,0,0,1,1,0,1,0,0.07981209297912883
2,1,3.0,5,61,0,1,0,1,0,1,0,0.08600729392477195
0,1,3.0,6,49,0,0,1,1,0,1,0,0.0866938933763739
1,2,5.0,11,51,0,0,1,1,0,1,0,0.09819799168764315
1,1,4.0,3,50,0,0,1,1,0,1,0,0.07975418098252712
1,1,1.0,7,44,0,1,0,1,0,1,0,0.0797463586929526
1,2,3.0,3,63,0,1,0,1,0,1,0,0.0860267937581581
1,1,1.0,4,59,0,1,0,1,0,1,0,0.08597887143358846
2,2,3.0,7,61,0,1,0,1,0,1,0,0.08596839838260323
0,1,1.0,2,58,0,0,1,1,0,1,0,0.08595792861680017
2,1,5.0,4,50,0,1,0,1,0,0,1,0.07972482244124245
2,1,1.0,5,57,0,1,0,1,0,1,0,0.09284456955747979
1,2,5.0,3,85,1,0,1,1,0,0,1,0.0841831478791726
1,1,3.0,9,58,0,1,0,1,0,0,1,0.0928789361160655
1,1,5.0,12,61,0,0,1,1,0,0,1,0.07925295583271676
1,1,5.0,7,51,0,1,0,1,0,0,1,0.08663042853167115
1,1,5.0,1,62,0,0,1,1,0,1,0,0.06666789514284638
2,2,5.0,2,63,1,0,1,1,0,0,1,0.08598676988507264
1,1,3.0,14,61,0,0,1,1,0,1,0,0.07927465254500583
1,1,5.0,3,54,0,0,1,1,0,1,0,0.08604580345137547
1,1,2.0,3,84,0,0,1,1,0,0,1,0.07371647058778254
0,1,3.0,4,65,0,0,1,1,0,1,0,0.08603133828938607
1,2,3.0,5,77,0,0,1,1,0,0,1,0.09135765065848434
2,1,3.0,13,80,0,1,0,1,0,1,0,0.09128571478406111
1,1,4.0,4,48,0,1,0,1,0,1,0,0.07614309346349564
0,1,1.0,4,86,0,0,1,1,0,1,0,0.07365513067282657
1,3,2.0,5,49,0,0,1,1,0,1,0,0.07974214339739887
1,1,3.0,4,53,0,0,1,1,0,1,0,0.08659982385830989
2,1,4.0,5,80,0,0,1,1,0,1,0,0.09811849953976608
0,1,4.0,5,79,0,1,0,1,0,0,1,0.09809950938242042
1,1,3.0,4,63,0,1,0,1,0,1,0,0.06668630771837825
2,1,3.0,6,88,0,0,1,1,0,1,0,0.0805083787946677
1,1,1.0,4,46,0,0,1,1,0,0,1,0.0797220060633827
1,1,5.0,4,49,0,1,0,1,0,0,1,0.08656361574918044
1,1,5.0,8,84,0,1,0,1,0,0,1,0.09128604756595621
0,1,3.0,6,85,0,0,1,1,0,1,0,0.09124440653914423
1,1,3.0,7,57,0,1,0,1,0,1,0,0.07915019113017768
1,1,3.0,5,83,0,0,1,1,0,1,0,0.08437953965424305
0,2,3.0,3,49,0,0,1,1,0,1,0,0.0797582174634776
1,1,1.0,3,80,0,1,0,1,0,1,0,0.09125523326050249
1,3,1.0,9,53,0,0,1,1,0,1,0,0.07969338942517888
0,1,5.0,3,53,0,0,1,1,0,1,0,0.07607857449956716
1,1,2.0,5,50,0,0,1,1,0,1,0,0.0760525270568742
1,1,5.0,10,54,0,0,1,1,0,0,1,0.07972988117941456
1,1,4.0,7,75,0,1,0,1,0,1,0,0.091177962399196
1,1,5.0,31,68,0,0,1,1,0,0,1,0.0871059768066038
2,1,5.0,8,51,0,0,1,1,0,0,1,0.0828277690197833
2,1,2.0,4,48,0,1,0,1,0,1,0,0.0759455916401397
0,1,3.0,4,81,0,0,1,1,0,1,0,0.09115193776919146
1,2,5.0,7,54,0,1,0,0,1,0,1,0.07965838709616346
1,1,4.0,7,77,0,0,1,1,0,1,0,0.09119043315385429
1,1,2.0,16,46,0,1,0,1,0,1,0,0.07964886119569749
0,1,3.0,7,60,0,0,1,1,0,1,0,0.08594269624218669
1,1,3.0,2,69,0,1,0,0,1,1,0,0.08706747737502175
1,1,5.0,7,46,0,1,0,1,0,0,1,0.07589879115327935
1,1,3.0,17,68,0,1,0,1,0,1,0,0.08711317488641336
0,3,4.0,7,89,0,0,1,1,0,1,0,0.08424920854192754
2,1,1.0,7,55,0,0,1,1,0,1,0,0.07962341680686462
1,1,3.0,6,51,1,1,0,1,0,0,1,0.08648847196231295
2,1,5.0,9,63,0,1,0,1,0,1,0,0.09289696688515973
1,1,3.0,7,61,0,0,1,1,0,1,0,0.07912087471272279
2,2,3.0,4,63,0,0,1,1,0,1,0,0.07909199523324993
1,1,5.0,2,54,0,0,1,1,0,0,1,0.06656876428311272
0,1,1.0,4,47,0,0,1,1,0,1,0,0.07968211014935012
2,1,3.0,16,80,0,0,1,1,0,1,0,0.09110817180076909
2,1,3.0,11,51,0,0,1,1,0,1,0,0.08659069711524099
0,2,3.0,2,86,1,0,1,1,0,1,0,0.08423634495060521
1,1,1.0,2,47,0,1,0,1,0,1,0,0.07972040352114064
2,1,3.0,3,61,0,0,1,1,0,1,0,0.08411181244728734
1,1,3.0,3,49,0,0,1,1,0,1,0,0.07592431206822596
2,1,5.0,17,63,0,1,0,1,0,1,0,0.0928481110126785
1,3,4.0,17,60,0,1,0,1,0,1,0,0.07342753373942762
1,1,5.0,5,46,0,0,1,1,0,0,1,0.0865963437485383
1,1,4.0,3,71,0,0,1,1,0,0,1,0.08510576937977758
1,1,1.0,12,78,0,0,1,1,0,1,0,0.09112419465675488
1,2,4.0,4,62,0,0,1,1,0,1,0,0.08594305265690226
1,2,3.0,8,46,0,0,1,1,0,1,0,0.08657277778689955
2,1,4.0,2,50,0,1,0,1,0,0,1,0.07587790639733047
0,2,3.0,7,58,0,0,1,1,0,1,0,0.08591976727851212
1,1,5.0,2,82,0,0,1,1,0,1,0,0.09128346141895312
1,1,3.0,5,84,0,0,1,1,0,0,1,0.08438096342466456
2,1,3.0,7,62,0,0,1,1,0,1,0,0.08593105057290577
1,1,3.0,4,54,0,0,1,1,0,1,0,0.07585679091154718
2,1,3.0,8,54,0,1,0,1,0,1,0,0.08591249405892613
1,1,4.0,8,47,1,0,1,1,0,0,1,0.07582632844287585
2,1,5.0,5,56,0,0,1,1,0,1,0,0.08591314031820148
1,1,5.0,6,59,0,0,1,1,0,1,0,0.08594544949166145
2,2,4.0,3,90,0,0,1,1,0,1,0,0.08437391444317022
2,2,1.0,6,52,0,0,1,1,0,1,0,0.08658057408880289
1,2,3.0,2,82,0,0,1,1,0,1,0,0.08435609164155743
1,2,3.0,6,58,0,1,0,1,0,0,1,0.09275048044267226
1,1,2.0,15,51,0,0,1,1,0,1,0,0.07617743533203092
2,1,5.0,3,50,0,0,1,1,0,0,1,0.07965978583965039
1,1,5.0,3,50,0,1,0,1,0,1,0,0.07969472768832779
1,1,1.0,11,52,0,0,1,1,0,1,0,0.07964646777250817
1,2,1.0,3,65,0,0,1,1,0,0,1,0.08493050977410661
1,1,1.0,14,71,0,0,1,1,0,1,0,0.08705941585663812
1,1,3.0,6,60,0,0,1,1,0,1,0,0.08586251530090612
1,2,3.0,4,52,0,0,1,1,0,0,1,0.07967420839984356
1,1,3.0,2,47,0,1,0,1,0,1,0,0.08649631633575398
1,1,1.0,9,49,0,0,1,1,0,1,0,0.07961915943606074
1,1,5.0,5,45,0,0,1,1,0,1,0,0.09447328065437928
2,1,3.0,6,71,0,1,0,1,0,0,1,0.09385893411821256
1,1,5.0,9,95,1,1,0,0,1,1,0,0.09384124455032915
2,1,3.0,6,52,0,1,0,1,0,0,1,0.07963167824988064
0,2,1.0,2,83,0,0,1,1,0,1,0,0.08435025837604236
2,1,5.0,2,45,0,1,0,1,0,0,1,0.07964436937309909
1,1,5.0,7,42,0,0,1,1,0,0,1,0.07961665489128604
1,1,5.0,4,64,0,0,1,1,0,1,0,0.08587449774769161
1,1,4.0,10,68,0,0,1,1,0,1,0,0.09400356042815854
2,1,5.0,12,62,0,0,1,1,0,0,1,0.09277558057893477
1,1,3.0,6,59,0,0,1,1,0,1,0,0.07898489228122851
1,1,3.0,2,60,0,1,0,1,0,0,1,0.0858322394850841
1,1,2.0,3,49,0,0,1,1,0,0,1,0.0796191569769124
1,1,3.0,4,48,0,0,1,1,0,0,1,0.0795914541897631
2,1,5.0,13,48,0,0,1,1,0,1,0,0.0864979545517406
1,1,3.0,11,62,0,0,1,0,1,1,0,0.0858138982483957
1,1,3.0,2,77,0,0,1,1,0,0,1,0.09104866388554034
1,1,3.0,7,57,0,1,0,1,0,1,0,0.08579953075432245
1,1,4.0,15,78,0,0,1,1,0,1,0,0.09794351653241112
1,1,3.0,23,70,0,0,1,1,0,1,0,0.0939859290008221
1,1,2.0,4,57,0,0,1,1,0,0,1,0.09272137567802846
1,1,3.0,8,48,0,0,1,1,0,0,1,0.08649012851495784
1,1,5.0,5,60,0,1,0,1,0,1,0,0.08580412682002468
2,1,4.0,6,85,0,0,1,1,0,1,0,0.09118561697791727
1,1,4.0,13,58,0,0,1,1,0,0,1,0.09266427475607482
1,1,3.0,6,96,1,1,0,1,0,0,1,0.09265074745297504
2,2,3.0,10,86,0,0,1,1,0,1,0,0.09120702959921213
2,1,4.0,7,50,0,0,1,1,0,1,0,0.0865015185193246
1,1,2.0,7,55,0,1,0,1,0,0,1,0.08584824748690818
1,4,3.0,2,75,0,1,0,1,0,1,0,0.08704705318810195
1,1,5.0,7,52,0,0,1,1,0,0,1,0.08648986763138701
1,1,3.0,15,81,1,0,1,1,0,1,0,0.09395207614556418
1,1,3.0,5,49,0,0,1,1,0,1,0,0.07955864768877025
1,2,5.0,7,60,0,0,1,1,0,1,0,0.08582560205460711
1,1,4.0,8,57,0,1,0,1,0,0,1,0.08581446067596941
2,2,3.0,3,62,0,0,1,1,0,0,1,0.08580332281532725
1,1,3.0,6,52,1,0,1,1,0,0,1,0.07957577361043781
1,1,3.0,3,65,0,1,0,1,0,0,1,0.08712870436110441
1,1,4.0,7,59,0,0,1,1,0,1,0,0.06649998121513796
0,1,1.0,15,50,0,0,1,1,0,1,0,0.08655025704383291
1,1,5.0,15,52,0,1,0,1,0,0,1,0.0829860002725761
0,1,3.0,2,83,0,0,1,1,0,1,0,0.0979539695252481
1,1,4.0,2,78,0,1,0,1,0,0,1,0.090995367770133
1,1,1.0,24,67,0,1,0,1,0,1,0,0.09411538694220352
1,1,1.0,4,60,0,0,1,1,0,1,0,0.08579198879431249
2,3,4.0,3,86,1,0,1,1,0,0,1,0.07965192066398168
2,1,3.0,2,65,0,0,1,1,0,1,0,0.08720422587147646
2,1,4.0,2,63,0,0,1,1,0,0,1,0.08589842659399576
1,1,5.0,2,59,0,1,0,1,0,0,1,0.08588803844532374
1,1,5.0,13,82,0,0,1,1,0,1,0,0.0912574818010075
1,1,3.0,9,65,0,0,1,1,0,1,0,0.08587540623595956
2,1,1.0,13,49,0,0,1,1,0,1,0,0.0866447802754815
1,2,5.0,4,73,0,1,0,1,0,0,1,0.08717326498135787
1,1,5.0,24,47,0,0,1,1,0,0,1,0.07962915911226268
1,3,4.0,4,78,0,1,0,1,0,0,1,0.09106967896654071
1,1,4.0,9,50,0,1,0,1,0,1,0,0.07970558016656545
1,1,1.0,5,49,0,1,0,1,0,0,1,0.07961341076909262
1,1,3.0,2,49,0,0,1,1,0,0,1,0.07960490665351123
1,1,4.0,3,85,0,0,1,1,0,1,0,0.08429534609438878
2,1,5.0,16,50,0,0,1,1,0,1,0,0.07968281263990558
1,1,3.0,4,50,0,0,1,1,0,1,0,0.07599102371640458
1,1,3.0,5,51,0,1,0,1,0,1,0,0.07967333294819343
2,1,4.0,3,47,0,0,1,1,0,1,0,0.07957895234236229
1,1,4.0,10,52,0,0,1,1,0,1,0,0.07966006054777296
1,1,3.0,3,58,0,1,0,1,0,1,0,0.09267453852067832
1,1,5.0,6,51,0,0,1,1,0,0,1,0.07965230455422084
2,3,5.0,9,63,0,0,1,1,0,0,1,0.0858160595765967
2,2,5.0,21,63,0,1,0,1,0,1,0,0.09273973468336023
0,2,3.0,7,48,0,1,0,1,0,1,0,0.07955473383855598
1,1,5.0,14,58,0,0,1,1,0,0,1,0.08570872986613093
2,1,5.0,3,49,1,0,1,0,1,0,1,0.08647416777864286
1,1,3.0,5,68,0,1,0,1,0,0,1,0.08711273381977869
1,1,4.0,3,60,0,1,0,1,0,0,1,0.0857281673860248
2,1,5.0,4,84,0,0,1,1,0,0,1,0.07341097909060272
1,1,3.0,6,77,0,0,1,1,0,1,0,0.09094523636221225
0,1,3.0,5,53,0,0,1,1,0,1,0,0.07960507060526752
1,1,3.0,4,79,0,0,1,1,0,1,0,0.09092410037339403
1,1,1.0,2,50,0,0,1,1,0,1,0,0.08664831953017726
1,1,5.0,6,61,0,0,1,1,0,0,1,0.08569827467511837
1,1,2.0,4,69,0,0,1,1,0,1,0,0.09399823806820219
1,1,5.0,8,81,0,0,1,1,0,0,1,0.08039143864360117
1,1,1.0,3,62,0,1,0,1,0,0,1,0.08575566537891788
2,1,5.0,7,64,1,0,1,1,0,1,0,0.09789676474143331
1,1,2.0,7,56,0,0,1,1,0,1,0,0.0796456092650915
2,1,1.0,6,83,0,0,1,1,0,1,0,0.08424413413046095
0,2,3.0,4,48,0,0,1,1,0,1,0,0.0797053570198122
1,1,1.0,4,49,0,1,0,1,0,0,1,0.08659047471480265
1,1,4.0,2,48,0,0,1,1,0,1,0,0.07969380107793163
